scheme,outer_fold,component,feature,loading,component_regression_coef
five_fold,0,1,OES_bin_212,-0.011431811379354789,0.024160632855260808
five_fold,0,1,OES_bin_213,-0.010844865590074393,0.024160632855260808
five_fold,0,1,OES_bin_214,-0.010709529348267851,0.024160632855260808
five_fold,0,1,OES_bin_215,-0.010561142615022211,0.024160632855260808
five_fold,0,1,OES_bin_216,-0.01079149976769215,0.024160632855260808
five_fold,0,1,OES_bin_217,-0.011619203633562369,0.024160632855260808
five_fold,0,1,OES_bin_218,-0.01200900456685694,0.024160632855260808
five_fold,0,1,OES_bin_219,-0.01153937269855953,0.024160632855260808
five_fold,0,1,OES_bin_220,-0.01261295399629158,0.024160632855260808
five_fold,0,1,OES_bin_221,-0.010085599198722423,0.024160632855260808
five_fold,0,1,OES_bin_222,-0.011251928549145892,0.024160632855260808
five_fold,0,1,OES_bin_223,-0.012374318187407925,0.024160632855260808
five_fold,0,1,OES_bin_224,-0.011189801232664909,0.024160632855260808
five_fold,0,1,OES_bin_225,-0.012180580736471961,0.024160632855260808
five_fold,0,1,OES_bin_226,-0.01158715903995607,0.024160632855260808
five_fold,0,1,OES_bin_227,-0.011358377320352966,0.024160632855260808
five_fold,0,1,OES_bin_228,-0.010855345286129458,0.024160632855260808
five_fold,0,1,OES_bin_229,-0.011792926813503201,0.024160632855260808
five_fold,0,1,OES_bin_230,-0.01159216257274575,0.024160632855260808
five_fold,0,1,OES_bin_231,-0.011123947004652879,0.024160632855260808
five_fold,0,1,OES_bin_232,-0.010873050740833255,0.024160632855260808
five_fold,0,1,OES_bin_233,-0.011621554257783568,0.024160632855260808
five_fold,0,1,OES_bin_234,-0.0110078606401264,0.024160632855260808
five_fold,0,1,OES_bin_235,-0.011096743244830374,0.024160632855260808
five_fold,0,1,OES_bin_236,-0.011198997419044497,0.024160632855260808
five_fold,0,1,OES_bin_237,-0.010964863610045767,0.024160632855260808
five_fold,0,1,OES_bin_238,-0.011174766616094133,0.024160632855260808
five_fold,0,1,OES_bin_239,-0.012362391463789701,0.024160632855260808
five_fold,0,1,OES_bin_240,-0.010776221696018023,0.024160632855260808
five_fold,0,1,OES_bin_241,-0.01178777773219156,0.024160632855260808
five_fold,0,1,OES_bin_242,-0.011476345127195343,0.024160632855260808
five_fold,0,1,OES_bin_243,-0.010359553997377908,0.024160632855260808
